Date;Open;High;Low;Close;Volume;Ex-Dividend;Split Ratio;Adj. Open;Adj. High;Adj. Low;Adj. Close;Adj. Volume
2016-03-22;758.44;765.0;757.875;760.05;1104784.0;0.0;1.0;758.44;765.0;757.875;760.05;1104784.0
2016-03-23;763.35;765.39;756.03;757.56;1233854.0;0.0;1.0;763.35;765.39;756.03;757.56;1233854.0
2016-03-24;751.2;757.555;750.5;754.84;1555844.0;0.0;1.0;751.2;757.555;750.5;754.84;1555844.0
2016-03-28;756.17;758.3;752.04;753.28;1083823.0;0.0;1.0;756.17;758.3;752.04;753.28;1083823.0
2016-03-29;753.68;767.18;748.29;765.89;2003061.0;0.0;1.0;753.68;767.18;748.29;765.89;2003061.0
2016-03-30;768.21;777.31;767.58;768.34;2019755.0;0.0;1.0;768.21;777.31;767.58;768.34;2019755.0
2016-03-31;768.34;769.0842;758.25;762.9;1627669.0;0.0;1.0;768.34;769.0842;758.25;762.9;1627669.0
2016-04-01;757.16;770.04;755.2;769.67;1583698.0;0.0;1.0;757.16;770.04;755.2;769.67;1583698.0
2016-04-04;769.51;772.44;761.785;765.12;1346424.0;0.0;1.0;769.51;772.44;761.785;765.12;1346424.0
2016-04-05;758.13;762.87;755.6;758.57;1223905.0;0.0;1.0;758.13;762.87;755.6;758.57;1223905.0
2016-04-06;757.84;768.42;756.3;768.07;1265577.0;0.0;1.0;757.84;768.42;756.3;768.07;1265577.0
2016-04-07;765.32;769.36;757.5;760.12;1274852.0;0.0;1.0;765.32;769.36;757.5;760.12;1274852.0
2016-04-08;765.87;767.13;755.77;759.47;1171867.0;0.0;1.0;765.87;767.13;755.77;759.47;1171867.0
2016-04-11;765.45;767.22;757.34;757.54;1588692.0;0.0;1.0;765.45;767.22;757.34;757.54;1588692.0
2016-04-12;758.43;764.92;751.565;764.32;1369358.0;0.0;1.0;758.43;764.92;751.565;764.32;1369358.0
2016-04-13;770.31;775.75;764.5908;771.91;1771308.0;0.0;1.0;770.31;775.75;764.5908;771.91;1771308.0
2016-04-14;775.36;779.61;773.22;775.39;1349610.0;0.0;1.0;775.36;779.61;773.22;775.39;1349610.0
2016-04-15;775.5;780.93;774.9301;780.0;1585584.0;0.0;1.0;775.5;780.93;774.9301;780.0;1585584.0
2016-04-18;780.19;788.55;777.61;787.68;1677015.0;0.0;1.0;780.19;788.55;777.61;787.68;1677015.0
2016-04-19;790.5;790.95;770.27;776.25;2197615.0;0.0;1.0;790.5;790.95;770.27;776.25;2197615.0
2016-04-20;779.16;779.66;771.27;774.92;1713088.0;0.0;1.0;779.16;779.66;771.27;774.92;1713088.0
2016-04-21;777.31;781.6799;771.55;780.0;3881420.0;0.0;1.0;777.31;781.6799;771.55;780.0;3881420.0
2016-04-22;743.91;753.92;730.37;737.77;7039948.0;0.0;1.0;743.91;753.92;730.37;737.77;7039948.0
2016-04-25;735.35;744.88;735.1;742.21;2472061.0;0.0;1.0;735.35;744.88;735.1;742.21;2472061.0
2016-04-26;744.42;745.59;720.32;725.37;2793210.0;0.0;1.0;744.42;745.59;720.32;725.37;2793210.0
2016-04-27;725.32;727.15;709.08;721.46;3313137.0;0.0;1.0;725.32;727.15;709.08;721.46;3313137.0
2016-04-28;723.29;729.26;703.2;705.06;3129502.0;0.0;1.0;723.29;729.26;703.2;705.06;3129502.0
2016-04-29;704.12;712.11;703.78;707.88;2913898.0;0.0;1.0;704.12;712.11;703.78;707.88;2913898.0
2016-05-02;711.92;715.41;706.36;714.41;1673820.0;0.0;1.0;711.92;715.41;706.36;714.41;1673820.0
2016-05-03;712.5;713.37;707.33;708.44;1931040.0;0.0;1.0;712.5;713.37;707.33;708.44;1931040.0
2016-05-04;706.77;715.05;704.05;711.37;1708609.0;0.0;1.0;706.77;715.05;704.05;711.37;1708609.0
2016-05-05;715.0;717.55;709.4501;714.71;1483357.0;0.0;1.0;715.0;717.55;709.4501;714.71;1483357.0
2016-05-06;712.2;725.99;711.95;725.18;1997628.0;0.0;1.0;712.2;725.99;711.95;725.18;1997628.0
2016-05-09;726.7;734.29;723.5;729.13;1903689.0;0.0;1.0;726.7;734.29;723.5;729.13;1903689.0
2016-05-10;734.96;740.0;731.61;739.38;1631714.0;0.0;1.0;734.96;740.0;731.61;739.38;1631714.0
2016-05-11;740.52;740.8;727.9025;730.55;1491746.0;0.0;1.0;740.52;740.8;727.9025;730.55;1491746.0
2016-05-12;732.0;735.37;724.27;728.07;1354717.0;0.0;1.0;732.0;735.37;724.27;728.07;1354717.0
2016-05-13;726.62;731.29;723.51;724.83;1262161.0;0.0;1.0;726.62;731.29;723.51;724.83;1262161.0
2016-05-16;724.32;732.68;720.0;730.3;1126862.0;0.0;1.0;724.32;732.68;720.0;730.3;1126862.0
2016-05-17;731.06;735.85;718.0;720.19;1670176.0;0.0;1.0;731.06;735.85;718.0;720.19;1670176.0
2016-05-18;718.5;725.57;715.02;721.78;1626800.0;0.0;1.0;718.5;725.57;715.02;721.78;1626800.0
2016-05-19;718.3;720.5;710.305;715.31;1529910.0;0.0;1.0;718.3;720.5;710.305;715.31;1529910.0
2016-05-20;716.46;727.7;715.01;721.71;1739895.0;0.0;1.0;716.46;727.7;715.01;721.71;1739895.0
2016-05-23;719.98;723.4999;716.94;717.25;1240826.0;0.0;1.0;719.98;723.4999;716.94;717.25;1240826.0
2016-05-24;719.85;734.2;719.645;733.03;1894161.0;0.0;1.0;719.85;734.2;719.645;733.03;1894161.0
2016-05-25;735.0;739.89;732.6;738.1;1616624.0;0.0;1.0;735.0;739.89;732.6;738.1;1616624.0
2016-05-26;736.0;741.1;733.0;736.93;1360119.0;0.0;1.0;736.0;741.1;733.0;736.93;1360119.0
2016-05-27;737.51;747.91;737.01;747.6;1740130.0;0.0;1.0;737.51;747.91;737.01;747.6;1740130.0
2016-05-31;748.76;753.48;745.57;748.85;2124248.0;0.0;1.0;748.76;753.48;745.57;748.85;2124248.0
2016-06-01;748.47;751.37;744.34;748.46;1039847.0;0.0;1.0;748.47;751.37;744.34;748.46;1039847.0
2016-06-02;746.1;747.3;737.0;744.27;1695824.0;0.0;1.0;746.1;747.3;737.0;744.27;1695824.0
2016-06-03;741.49;741.49;733.91;735.86;1230376.0;0.0;1.0;741.49;741.49;733.91;735.86;1230376.0
2016-06-06;738.5;738.5;728.29;730.06;1499648.0;0.0;1.0;738.5;738.5;728.29;730.06;1499648.0
